,house_area,quality,year_built,year_remodel_add,garage_year_build,number_of_bathrooms,basement_area,has_Fireplaces_or_not,TotRmsAbvGrd,grade_living_area,garage_area,garage_capacite,SalePrice
729,6240,4,1925,1950,1962.0,1,780,0,5,1208,539,2,103000
730,5389,8,1995,1996,1995.0,2,1595,1,5,1616,608,2,236500
731,9590,7,2003,2003,2003.0,2,868,1,6,1146,438,2,187500
732,11404,7,1998,1999,1998.0,2,1153,1,8,2031,541,2,222500
733,10000,5,1961,1983,1961.0,1,864,1,6,1144,264,1,131400
734,8978,5,1968,1968,1968.0,1,948,0,6,948,300,1,108000
735,10800,7,1914,1970,1914.0,1,880,2,6,1768,320,2,163000
737,10463,8,2005,2005,2005.0,2,893,1,8,1801,800,3,239900
738,10800,5,1987,1988,1978.5061638868744,3,1200,0,5,1200,0,0,179000
739,9313,7,2004,2004,2004.0,2,864,0,7,1728,572,2,190000
740,9600,5,1910,2002,1910.0,2,264,0,7,1432,360,2,132000
741,6768,6,1961,1996,1962.0,1,912,0,5,912,288,1,142000
742,8450,7,2000,2001,2000.0,2,1349,0,6,1349,539,2,179000
743,12886,5,1963,1999,1997.0,2,520,1,6,1464,480,2,175000
744,5395,8,1993,1993,1993.0,2,1337,1,5,1337,462,2,180000
746,8795,7,2000,2000,2000.0,2,952,1,8,2256,554,2,236000
748,10593,7,1996,1996,1996.0,2,1720,1,7,1720,527,2,260400
750,8800,4,1910,2004,1978.5061638868744,1,576,0,7,1140,0,0,96500
751,7750,7,2003,2003,2003.0,2,660,0,6,1320,400,2,162000
752,9236,6,1997,1997,1997.0,2,1479,0,6,1494,576,2,217000
753,10240,8,2005,2005,2005.0,2,1030,1,8,2098,878,3,275500
754,7930,6,1969,2005,1969.0,1,1026,0,5,1026,440,2,156000
755,3230,6,1999,1999,1999.0,2,729,0,6,1471,440,2,172500
756,10769,8,2007,2007,2007.0,2,866,0,7,1768,578,2,212000
757,11616,6,1978,1978,1978.0,2,672,1,6,1386,440,2,158900
758,2280,7,1999,1999,1999.0,2,744,0,6,1501,440,2,179400
759,12257,8,1995,1995,1995.0,2,1318,1,9,2531,752,3,290000
760,9100,6,1959,1959,2008.0,1,864,0,5,864,300,1,127500
761,6911,5,1924,1950,1965.0,1,1145,0,5,1301,440,2,100000
762,8640,7,2009,2009,2009.0,2,756,0,7,1547,614,2,215200
763,9430,8,1999,1999,1999.0,2,1252,1,8,2365,856,3,337000
764,9549,8,1995,1996,1995.0,1,1494,1,6,1494,481,2,270000
765,14587,9,2008,2008,2008.0,2,1498,1,6,1506,592,2,264132
766,10421,7,1988,1988,1988.0,2,980,1,7,1714,496,2,196500
767,12508,6,1940,1985,1989.0,2,983,0,7,1750,423,1,160000
768,9100,7,2004,2005,2004.0,2,1860,1,8,1836,484,2,216837
770,7252,5,1982,1982,1983.0,1,858,0,5,858,576,2,134900
771,8877,4,1951,1951,1951.0,1,836,0,6,1220,396,2,102000
772,7819,6,1976,1976,1976.0,1,1029,1,6,1117,672,2,107000
773,10150,5,1958,1958,1958.0,1,912,0,5,912,275,1,114500
774,14226,8,2006,2006,2006.0,2,1935,1,9,1973,895,3,395000
775,4500,6,1998,1998,1998.0,2,1204,0,5,1204,412,2,162000
776,11210,7,2005,2006,2005.0,2,1614,0,7,1614,865,3,221500
777,13350,5,1974,1974,1974.0,1,864,1,5,894,440,2,142500
779,10530,6,1977,1977,1977.0,1,975,0,4,1004,504,2,135000
780,7875,7,1995,1996,1995.0,2,1237,1,6,1253,402,2,176000
781,7153,6,1992,1992,1992.0,2,761,0,7,1603,484,2,175900
782,16285,7,2001,2002,2001.0,2,1413,0,6,1430,605,2,187100
783,9101,5,1978,1978,1978.0,1,1097,1,4,1110,602,2,165500
784,6300,6,1914,2001,1978.5061638868744,2,742,1,9,1484,0,0,128000
785,9790,6,1967,1967,1967.0,2,1372,1,7,1342,457,2,161500
786,10800,5,1915,1950,1961.0,2,686,0,7,1652,416,1,139000
787,10142,7,2004,2004,2004.0,2,956,0,8,2084,618,2,233000
788,6000,4,1954,2000,1954.0,1,901,0,4,901,281,1,107900
789,12205,6,1966,2007,1966.0,2,832,0,9,2087,444,2,187500
790,3182,7,2005,2006,2005.0,2,1145,1,5,1145,397,2,160200
791,11333,6,1976,1976,1976.0,1,1029,2,5,1062,539,2,146800
792,9920,7,1996,1997,1997.0,2,1117,1,8,2013,455,2,269790
793,9158,8,2007,2007,2007.0,2,1496,0,7,1496,474,2,225000
794,10832,7,1994,1996,1994.0,2,712,1,7,1895,409,2,194500
795,8400,6,1980,1981,1980.0,2,650,1,7,1564,476,2,171000
796,8197,6,1977,1977,1977.0,1,660,1,7,1285,528,2,143500
797,7677,5,1953,1953,1953.0,1,773,0,4,773,240,1,110000
799,7200,5,1937,1950,1939.0,1,731,2,7,1768,240,1,175000
800,12798,6,1997,1997,1997.0,2,616,0,8,1688,603,2,200000
801,4800,4,1916,1990,1957.0,1,1196,0,5,1196,440,2,109900
802,8199,7,2005,2005,2005.0,2,728,1,7,1456,410,2,189000
804,9000,5,1954,1954,1954.0,1,936,0,5,1128,286,1,118000
805,12274,7,2008,2008,2008.0,2,1417,0,6,1428,554,2,227680
806,9750,5,1967,1967,1967.0,2,980,0,6,980,384,1,135500
807,21384,5,1923,2004,1923.0,1,1324,1,6,1576,528,2,223500
808,13400,5,1966,1966,1966.0,1,1024,1,6,1086,484,2,159950
810,10140,6,1974,1999,1974.0,1,1040,1,5,1309,484,2,181000
811,4438,6,2004,2004,2004.0,1,848,1,4,848,420,2,144500
813,9750,6,1958,1958,1958.0,1,1442,0,7,1442,301,1,157900
814,8248,5,1918,1950,1955.0,1,686,0,7,1250,280,1,116000
815,12137,7,1998,1998,1998.0,2,1649,0,6,1661,598,2,224900
816,11425,5,1954,1954,1954.0,1,1008,1,4,1008,275,1,137000
817,13265,8,2002,2002,2002.0,2,1568,2,7,1689,857,3,271000
818,8816,6,1971,1971,1971.0,1,1010,0,6,1052,440,2,155000
820,7226,7,2003,2003,2003.0,2,798,0,6,1640,595,2,183000
821,6000,4,1953,1953,1974.0,1,936,0,4,936,576,2,93000
822,12394,7,2003,2003,2003.0,2,847,1,7,1733,433,2,225000
823,9900,6,1940,1950,1940.0,2,778,1,7,1489,240,1,139500
824,11216,8,2006,2006,2006.0,2,1489,1,7,1489,776,2,232600
825,14803,10,2007,2008,2007.0,2,2078,1,7,2084,1220,3,385000
826,6130,5,1924,1950,1978.5061638868744,1,784,0,5,784,0,0,109500
827,8529,7,2001,2001,2001.0,2,1454,1,6,1434,527,2,189000
828,28698,5,1967,1967,1967.0,2,1013,0,7,2126,538,2,185000
829,2544,7,2005,2005,2005.0,2,600,0,4,1223,480,2,147400
830,11900,6,1957,1957,1957.0,1,1392,2,6,1392,458,2,166000
831,3180,7,2005,2005,2005.0,2,600,0,4,1200,480,2,151000
832,9548,7,2003,2003,2003.0,2,941,1,7,1829,613,2,237000
833,10004,6,1964,1964,1964.0,1,1516,0,6,1516,472,2,167000
834,7875,5,1961,1961,1961.0,1,1144,0,6,1144,456,2,139950
835,9600,4,1950,1995,1996.0,2,1067,0,4,1067,436,2,128000
836,8100,5,1948,1973,1948.0,1,1559,0,5,1559,812,2,153500
837,1680,6,1973,1973,1973.0,1,483,0,5,987,264,1,100000
838,9525,5,1995,2006,1999.0,1,1099,0,6,1099,352,1,144000
839,11767,5,1946,1995,1946.0,1,768,0,6,1200,240,1,130500
840,12155,6,1925,1950,1934.0,2,672,0,7,1482,400,1,140000
842,9020,6,1966,1966,1966.0,1,1127,0,6,1165,490,2,174900
843,8000,5,1961,1961,1978.5061638868744,2,1800,0,10,1800,0,0,141000
844,12665,5,1915,1950,1949.0,1,876,1,7,1416,720,3,153900
845,16647,5,1975,1981,1975.0,2,1390,2,6,1701,611,2,171000
846,9317,7,1993,1993,1993.0,2,740,1,7,1775,425,2,213000
847,15523,5,1972,1972,1972.0,1,864,1,5,864,338,1,133500
848,45600,6,1908,1997,1908.0,3,907,1,10,2358,360,2,240000
849,9600,6,1976,1994,1976.0,2,528,1,7,1855,512,2,187000
850,4435,6,2003,2003,2003.0,1,848,0,3,848,420,2,131500
851,3196,8,2003,2003,2003.0,2,1273,1,7,1456,400,2,215000
852,7128,7,1941,1950,1941.0,2,918,2,7,1646,240,1,164000
853,12095,6,1964,1964,1964.0,1,1127,1,7,1445,645,2,158000
854,17920,5,1955,1974,1955.0,1,1763,1,6,1779,454,2,170000
855,6897,5,1962,2010,1962.0,1,1040,0,6,1040,260,1,127000
856,10970,6,1978,1978,1981.0,1,940,0,5,1026,576,2,147000
857,8125,6,1994,1995,1994.0,2,702,1,6,1481,343,2,174000
858,10400,7,1976,1976,1976.0,2,1090,1,6,1370,479,2,152000
860,7642,7,1918,1998,1925.0,1,912,1,7,1426,216,1,189950
861,11625,5,1965,1965,1965.0,1,1039,0,6,1039,504,2,131500
862,9672,6,1984,1985,1986.0,2,1040,0,6,1097,480,2,152000
863,7931,5,1959,1959,1959.0,1,1148,0,6,1148,672,1,132500
864,8640,7,2007,2008,2008.0,2,1372,0,6,1372,529,2,250580
865,8750,5,1970,1970,1973.0,1,1002,0,5,1002,902,2,148500
866,10656,8,2006,2007,2007.0,2,1638,1,6,1646,870,3,248900
867,6970,4,1961,1961,1961.0,1,1040,0,5,1120,544,2,129000
869,9938,7,1993,1994,1993.0,2,1050,1,8,1949,574,2,236000
870,6600,5,1962,1962,1962.0,1,894,0,5,894,308,1,109500
871,8750,6,1998,1998,1998.0,2,804,0,7,1682,523,2,200500
873,12144,5,1949,1950,1949.0,1,832,1,6,1268,288,1,133000
874,5720,5,1941,1950,1941.0,1,676,0,5,1131,200,1,66500
875,9000,8,2007,2007,2007.0,2,1184,1,11,2610,550,2,303477
876,25286,4,1963,1963,1963.0,1,1064,0,5,1040,648,2,132250
877,8834,9,2004,2005,2004.0,2,1462,1,10,2224,738,3,350000
878,11782,5,1961,1995,1987.0,1,1109,0,6,1155,576,2,148000
879,7000,5,1978,2005,1978.0,1,864,0,6,864,336,1,136500
880,7024,5,2005,2006,2005.0,1,1090,0,5,1090,450,2,157000
881,13758,7,1990,1991,1990.0,2,1156,1,7,1717,400,2,187500
882,9636,6,1992,1993,1993.0,2,808,1,7,1593,389,2,178000
883,6204,4,1912,1950,1997.0,1,795,0,10,2230,440,1,118500
884,7150,5,1967,1967,1967.0,1,892,0,5,892,288,1,100000
885,5119,9,1999,2000,1999.0,2,1698,1,5,1709,506,2,328900
886,8393,5,1959,2005,2005.0,2,1626,0,8,1712,588,2,145000
887,16466,5,1955,1955,1955.0,1,816,0,8,1393,300,1,135500
889,12160,6,1953,1953,1953.0,1,1505,1,6,1505,505,2,149500
890,8064,5,1949,2006,2003.0,1,672,1,6,924,576,2,122900
891,11184,6,1978,1978,1978.0,2,918,1,7,1683,440,2,172500
892,8414,6,1963,2003,1963.0,1,1059,0,6,1068,264,1,154500
893,13284,5,1954,1954,1954.0,1,1383,1,6,1383,354,1,165000
895,7056,6,1963,1963,1963.0,1,780,1,8,1796,483,2,140000
896,8765,4,1936,1950,1936.0,1,951,0,6,951,327,1,106500
899,6993,5,1961,1994,1961.0,1,912,1,6,1236,288,1,135000
900,7340,4,1971,1971,1979.0,1,858,0,4,858,684,1,110000
901,8712,5,1957,2000,1968.0,1,992,0,5,1306,756,1,153000
902,7875,7,2003,2003,2003.0,2,783,1,8,1509,393,2,180000
903,14859,7,2006,2006,2006.0,2,1670,1,7,1670,690,3,240000
904,6173,5,1967,1967,1967.0,1,876,0,6,902,288,1,125500
905,9920,5,1954,1954,1954.0,1,1056,0,6,1063,280,1,128000
906,13501,8,2006,2006,2006.0,2,1623,1,8,1636,865,3,255000
907,11500,7,1936,1987,1936.0,1,1017,1,6,2057,180,1,250000
908,8885,5,1983,1983,1983.0,1,864,0,5,902,484,2,131000
909,12589,6,2005,2005,2005.0,2,742,1,8,1484,390,2,174000
910,11600,5,1960,1960,1960.0,2,1105,0,12,2274,480,2,154300
911,9286,5,1977,1989,1978.0,1,1268,0,5,1268,252,1,143500
912,6120,5,1925,1950,1925.0,1,768,0,6,1015,450,1,88000
913,6270,5,1949,1950,1949.0,2,1001,0,8,2002,871,3,145000
914,3000,6,2009,2009,2009.0,2,612,0,4,1224,528,2,173733
915,2001,4,1970,1970,1970.0,1,546,0,6,1092,286,1,75000
917,17140,4,1956,1956,1956.0,1,1134,0,6,1229,284,1,135000
918,13125,7,1991,1991,1991.0,2,1104,1,8,2127,833,3,238000
919,11029,6,1958,2002,1990.0,1,1184,1,6,1414,601,2,176500
920,8462,6,1994,1994,1994.0,2,928,0,7,1721,471,2,201000
922,10237,6,2005,2006,2005.0,2,1316,1,6,1316,397,2,169990
923,8012,6,1993,1994,1993.0,2,1604,1,5,1617,533,2,193000
924,10240,6,1980,1980,1980.0,2,1686,1,7,1686,612,2,207500
925,15611,5,1977,1977,1977.0,2,1126,0,6,1126,540,2,175000
926,11999,8,2003,2004,2003.0,2,1181,1,10,2374,656,3,285000
927,9900,7,1968,1968,1968.0,2,832,1,9,1978,486,2,176000
928,11838,8,2001,2001,2001.0,2,1753,1,7,1788,522,2,236500
929,13006,7,1997,1997,1997.0,2,964,1,8,2236,642,2,222000
930,8925,8,2007,2007,2007.0,2,1466,0,7,1466,610,3,201000
931,9100,5,1965,1965,1965.0,1,925,0,5,925,429,1,117500
932,11670,9,2006,2006,2006.0,2,1905,1,8,1905,788,3,320000
933,8487,7,2004,2004,2004.0,2,1500,0,6,1500,570,2,190000
934,27650,7,1960,2007,1960.0,2,585,1,9,2069,505,2,242000
935,5825,4,1926,1953,1953.0,1,600,0,5,747,528,2,79900
936,10083,7,2003,2003,2003.0,2,1176,0,5,1200,555,2,184900
937,9675,7,2005,2005,2005.0,2,1113,1,8,1971,689,2,253000
938,8760,7,2006,2006,2006.0,2,1391,0,7,1962,868,3,239799
939,24090,7,1940,1950,1940.0,2,1032,2,10,2403,349,1,244400
940,12640,6,1976,1976,1976.0,2,1728,0,8,1728,574,2,150900
941,8755,7,1999,1999,1999.0,2,992,1,8,2060,390,2,214000
942,7711,4,1977,1977,1978.5061638868744,2,1440,0,8,1440,0,0,150000
943,25000,5,1967,1967,1967.0,2,1632,0,8,1632,576,2,143000
944,14375,6,1958,1958,1958.0,1,819,1,7,1344,525,2,137500
946,8163,5,1959,1959,1959.0,1,1144,1,6,1144,796,1,143000
947,14536,8,2002,2003,2002.0,2,1616,1,9,1629,808,3,270000
948,14006,7,2002,2002,2002.0,2,936,1,7,1776,474,2,192500
949,9360,6,1972,2006,1972.0,1,1161,1,5,1381,676,2,197500
950,7200,5,1950,2002,1980.0,1,864,0,5,864,720,2,129000
951,7800,5,1965,1965,1979.0,1,828,0,6,965,300,1,119900
952,7200,5,1972,2003,1974.0,1,768,0,5,768,396,1,133900
953,11075,5,1969,1969,1969.0,2,784,1,7,1968,530,2,172000
954,9400,6,1975,1975,1978.5061638868744,2,945,0,4,980,0,0,127500
955,7136,6,1946,1950,1946.0,2,979,0,8,1958,492,2,145000
956,1300,6,1980,1980,1980.0,1,561,1,5,1229,462,2,124000
957,7420,5,1962,1962,1977.0,1,1057,0,6,1057,576,2,132000
958,8450,7,2003,2003,2003.0,2,1337,0,6,1337,531,2,185000
959,2572,7,1999,1999,1999.0,2,696,0,6,1416,484,2,155000
960,7207,5,1958,2008,1978.5061638868744,1,858,0,4,858,0,0,116500
962,2308,6,1976,1976,1976.0,2,804,1,7,1548,440,2,155000
963,11923,9,2007,2007,2007.0,2,1800,0,7,1800,702,2,239000
964,11316,7,2002,2003,2002.0,2,817,1,8,1894,510,2,214900
965,10237,6,2005,2007,2005.0,2,783,1,8,1484,393,2,178900
966,9600,5,1940,1950,1940.0,1,728,2,7,1308,256,1,160000
967,7390,5,1955,1955,1955.0,1,1098,0,6,1098,260,1,135000
969,10382,6,1958,1958,1958.0,1,588,0,6,1095,264,1,140000
970,10800,4,1949,1950,1978.5061638868744,1,720,0,6,1192,0,0,135000
971,2268,7,2003,2004,2003.0,2,764,0,6,1626,474,2,173000
972,7892,6,1979,1979,1979.0,2,918,1,5,918,264,1,99500
973,11639,7,2007,2008,2007.0,2,1428,0,6,1428,480,2,182000
974,11414,7,1910,1993,1997.0,1,728,0,8,2019,532,2,167500
975,2651,7,2000,2000,2000.0,2,673,0,6,1382,490,2,165000
976,5900,4,1923,1958,1978.5061638868744,1,440,0,4,869,0,0,85500
977,4274,7,2006,2007,2007.0,1,1241,0,4,1241,569,2,199900
978,9450,4,1954,1954,1999.0,1,894,0,5,894,400,2,110000
979,8816,5,1963,1963,1963.0,1,1121,0,5,1121,480,2,139000
980,12122,7,1961,2007,1961.0,1,944,0,6,999,588,2,178400
981,12203,8,1998,1999,1998.0,2,1225,1,8,2612,676,3,336000
982,3182,7,2007,2007,2007.0,2,1266,1,6,1266,388,2,159895
983,11250,8,2002,2002,2002.0,2,1128,1,9,2290,779,2,255900
985,10880,5,1950,1950,1950.0,1,1164,0,5,1164,240,1,125000
986,5310,6,1910,2003,1950.0,1,485,0,5,1635,255,1,117000
988,12046,6,1976,1976,1976.0,2,848,1,8,2030,551,2,195000
989,8125,7,2006,2006,2006.0,2,770,0,6,1576,614,2,197000
990,9452,8,1997,1998,1997.0,2,1396,1,7,2392,870,3,348000
992,9760,6,1964,1993,1964.0,2,822,1,7,1851,440,2,187000
993,8846,6,2005,2006,2005.0,2,750,0,6,1500,564,2,173900
994,12456,10,2006,2007,2008.0,2,1700,1,7,1718,786,3,337500
995,4712,4,1946,1950,1946.0,1,747,0,5,1230,305,1,121600
996,10659,5,1961,1961,1961.0,1,1050,0,6,1050,368,1,136500
997,11717,6,1970,1970,1970.0,2,1442,1,6,1442,615,2,185000
998,9786,3,1922,1950,1922.0,1,1007,1,6,1077,210,1,91000
999,6762,7,2006,2006,2006.0,2,1187,0,6,1208,632,2,206000
1001,5400,5,1920,1950,1920.0,1,691,0,4,691,216,1,86000
1002,11957,8,2006,2006,2006.0,2,1574,1,7,1574,824,3,232000
1003,11500,5,1976,1976,1976.0,2,1680,0,8,1680,528,2,136905
1004,3182,7,2005,2006,2005.0,2,1346,1,7,1504,457,2,181000
1005,8385,5,1977,1977,1977.0,2,985,0,6,985,328,1,149900
1006,12155,6,1970,1970,1970.0,2,1657,1,7,1657,484,2,163500
1007,2217,4,1970,1970,1970.0,1,546,0,6,1092,286,1,88000
1008,12118,7,2004,2005,2004.0,2,1710,1,7,1710,550,2,240000
1009,6000,5,1926,1950,1978.5061638868744,2,1008,0,7,1522,0,0,102000
1010,21286,5,1948,1950,1948.0,2,720,1,7,1271,312,1,135000
1012,10592,6,1923,1996,1923.0,1,602,2,7,1502,180,1,165000
1013,7200,5,1910,2006,1956.0,1,1022,0,4,1022,280,1,85000
1014,11664,6,1948,1950,1948.0,1,1082,1,5,1082,240,1,119200
1015,8400,8,2001,2001,2001.0,2,810,0,6,1665,528,2,227000
1016,11883,7,1996,1996,1996.0,2,1504,1,6,1504,478,2,203000
1017,5814,8,1984,1984,1984.0,1,1220,1,4,1360,565,2,187500
1018,10784,7,1991,1992,1991.0,2,384,1,7,1472,402,2,160000
1019,3013,7,2005,2005,2005.0,2,1362,1,6,1506,440,2,213490
1020,7024,4,2005,2005,2005.0,1,1132,0,5,1132,451,2,176000
1021,7406,7,2006,2006,2006.0,2,1199,0,6,1220,632,2,194000
1022,9439,5,1930,1950,1957.0,1,912,0,6,1248,160,1,87000
1023,3182,7,2005,2006,2005.0,2,1346,1,7,1504,437,2,191000
1025,7700,5,1972,1972,1980.0,1,882,0,5,882,461,2,112500
1026,9300,5,1960,1960,1960.0,1,1268,2,6,1264,461,2,167500
1027,9520,8,2007,2008,2008.0,2,1638,1,7,1646,800,3,293077
1028,9492,5,1941,1950,1941.0,1,768,1,6,1376,240,1,105000
1029,1680,6,1972,1972,1972.0,1,672,0,7,1218,264,1,118000
1030,7082,5,1916,1995,1978.5061638868744,2,686,0,10,1928,0,0,160000
1032,14541,8,1993,1993,1993.0,2,1338,1,10,2520,796,3,310000
1033,8125,7,2002,2002,2002.0,2,1654,0,6,1654,900,3,230000
1034,6305,5,1938,1950,1938.0,1,920,1,5,954,240,1,119750
1036,12898,9,2007,2008,2008.0,2,1620,1,6,1620,912,3,315500
1037,9240,8,2001,2002,2001.0,2,1055,1,7,2263,905,2,287000
1038,1533,4,1970,2008,1978.5061638868744,1,546,1,6,1344,0,0,97000
1039,1477,4,1970,1970,1970.0,1,630,0,3,630,286,1,80000
1040,13125,5,1957,2000,1957.0,2,1134,1,8,1803,484,2,155000
1041,9130,6,1966,2000,1966.0,1,800,0,7,1632,484,2,173000
1042,5381,6,2005,2005,2005.0,2,1306,1,5,1306,624,2,196000
1043,11839,7,1990,1990,1990.0,2,1475,1,10,2329,514,2,262280
1047,9245,5,1994,1995,1996.0,1,990,0,5,990,672,2,145000
1050,8993,7,2007,2007,2007.0,2,1302,0,6,1302,436,2,176485
1051,11175,7,2007,2007,2007.0,2,1316,1,6,1316,440,2,200141
1052,9500,6,1964,1978,1964.0,1,816,1,9,1977,540,2,165000
1053,8562,5,1957,2002,1957.0,1,1216,1,7,1526,364,1,144500
1054,11367,8,2002,2002,2002.0,2,1065,1,7,1989,586,2,255000
1055,11361,6,1976,1976,1976.0,2,1193,1,7,1523,478,2,180000
1056,7052,7,2005,2005,2005.0,2,1364,1,6,1364,484,2,185850
1057,29959,7,1994,1994,1994.0,2,973,1,7,1850,467,2,248000
1058,11308,9,2008,2008,2008.0,2,1104,1,10,2184,836,3,335000
1059,11275,6,1932,1950,1977.0,1,854,1,7,1991,432,2,220000
1060,4920,8,2001,2001,2001.0,2,1338,0,6,1338,582,2,213500
1061,18000,3,1935,1950,1994.0,1,894,0,6,894,1248,3,81000
1063,6000,6,1925,1980,1976.0,1,1103,1,5,1103,440,2,110500
1064,11000,5,1966,1966,1966.0,1,1154,1,6,1154,480,2,154000
1065,14000,7,1996,1997,1996.0,2,1306,0,7,2260,533,2,328000
1066,7837,6,1993,1994,1993.0,2,799,1,7,1571,380,2,178000
1067,9760,6,1964,1964,1964.0,1,780,0,7,1611,442,2,167900
1068,3964,6,1973,1973,1973.0,2,942,1,10,2521,576,2,151400
1069,9600,5,1949,2003,1985.0,1,845,0,4,893,576,2,135000
1070,10152,5,1956,1956,1956.0,1,1048,0,6,1048,286,1,135000
1071,11700,6,1968,1968,1968.0,1,727,0,8,1556,441,2,154000
1072,7585,5,1948,1950,1954.0,1,810,1,7,1456,280,1,91500
1073,7950,6,1977,1977,1977.0,1,690,0,6,1426,440,2,159500
1074,8556,7,2006,2006,2006.0,2,1240,0,5,1240,826,3,194000
1075,13125,7,1940,1984,1940.0,1,800,2,6,1740,240,1,219500
1076,10800,5,1936,1989,1950.0,2,796,1,7,1466,566,2,170000
1077,15870,5,1969,1969,1969.0,1,1096,0,6,1096,299,1,138800
1078,4435,6,2004,2004,2004.0,1,848,1,3,848,420,2,155900
1079,8775,5,1994,1994,1996.0,1,990,0,5,990,299,1,126000
1080,11040,6,1971,2004,1971.0,2,1258,0,5,1258,528,2,145000
1081,7500,5,1963,1963,1963.0,1,1040,0,5,1040,308,1,133000
1082,8749,7,2002,2002,2002.0,2,1459,1,6,1459,527,2,192000
1083,8800,6,1964,1964,1964.0,1,1251,2,6,1251,461,1,160000
1084,13031,6,1995,1996,1995.0,2,691,1,6,1498,409,2,187500
1085,9069,6,1992,1992,1992.0,1,936,0,5,996,564,2,147000
1086,1974,4,1973,1973,1973.0,1,546,0,6,1092,286,1,83500
1087,10574,8,2005,2006,2005.0,2,1082,1,9,1953,1043,3,252000
1088,2522,7,2004,2004,2004.0,2,970,0,7,1709,380,2,137500
1089,3316,8,2005,2005,2005.0,1,1247,1,4,1247,550,2,197000
1091,2160,7,1999,2000,1999.0,2,600,0,4,1252,462,2,160000
1092,8400,6,1925,1950,1925.0,2,1181,1,7,1694,576,2,136500
1093,9230,5,1965,1998,1977.0,1,864,0,6,1200,884,2,146000
1094,5868,5,1956,2000,1956.0,1,936,0,4,936,308,1,129000
1095,9317,6,2006,2006,2006.0,2,1314,1,6,1314,440,2,176432
1096,6882,6,1914,2006,1978.5061638868744,1,684,0,7,1355,0,0,127000
1097,3696,8,1986,1986,1987.0,1,1074,0,5,1088,461,2,170000
1098,6000,4,1936,1950,1936.0,1,672,0,6,1324,240,1,128000
1099,11880,7,1978,1978,1978.0,2,1271,1,7,1601,478,2,157000
