,house_area,quality,year_built,year_remodel_add,garage_year_build,number_of_bathrooms,basement_area,has_Fireplaces_or_not,TotRmsAbvGrd,grade_living_area,garage_area,garage_capacite,SalePrice
1101,9758,5,1971,1971,1981.0,1,950,0,5,950,280,1,119500
1102,7000,5,1960,2002,1960.0,1,1010,0,6,1134,254,1,135000
1103,8910,6,1959,1959,1954.0,1,655,1,6,1194,539,2,159500
1104,2016,5,1970,1970,1970.0,2,630,0,6,1302,440,2,106000
1105,12256,8,1994,1995,1994.0,2,1463,2,9,2622,712,2,325000
1106,10357,7,1990,1991,1990.0,2,910,1,6,1442,719,2,179900
1107,23257,7,2006,2006,2006.0,2,868,1,9,2021,422,2,274725
1108,8063,6,2000,2000,2000.0,2,924,1,7,1690,463,2,181000
1109,11362,8,2004,2005,2004.0,2,1836,1,7,1836,862,3,280000
1110,8000,6,1995,1996,1995.0,2,773,1,8,1658,431,2,188000
1111,10480,7,1976,1976,1976.0,2,803,1,8,1964,483,2,205000
1112,7100,5,1957,1957,1957.0,1,816,0,5,816,308,1,129900
1113,8923,5,1953,2006,1953.0,1,1008,0,6,1008,240,1,134500
1114,5400,5,1954,2000,1955.0,1,833,0,4,833,326,1,117000
1115,12085,8,2007,2007,2007.0,2,1734,1,7,1734,928,3,318000
1116,7750,8,2002,2002,2002.0,2,408,1,7,1419,527,2,184100
1117,9764,5,1967,2003,1967.0,1,894,0,5,894,450,2,130000
1118,13825,5,1958,1987,1958.0,1,533,0,6,1601,300,1,140000
1119,7560,5,1959,1959,1959.0,1,1040,0,6,1040,286,1,133700
1120,8263,6,1920,1950,1920.0,1,1012,1,6,1012,308,1,118400
1121,10084,7,2005,2006,2005.0,2,1552,0,7,1552,782,3,212900
1122,8926,4,1956,1956,1956.0,1,672,0,5,960,288,1,112000
1123,9405,5,1947,2008,1978.5061638868744,1,698,0,4,698,0,0,118000
1124,9125,7,1992,1992,1992.0,2,384,1,7,1482,392,2,163900
1125,10434,4,1955,1955,1977.0,1,1005,1,5,1005,672,2,115000
1126,3684,7,2007,2007,2007.0,2,1373,1,7,1555,660,3,174000
1127,14572,7,2004,2004,2004.0,2,1530,1,7,1530,630,3,259000
1128,11796,7,2004,2005,2004.0,2,847,1,8,1959,434,2,215000
1129,7200,5,1980,1980,1980.0,1,936,0,4,936,672,2,140000
1130,7804,4,1928,1950,1981.0,2,1122,2,7,1981,576,2,135000
1131,10712,5,1991,1992,1978.5061638868744,1,974,0,5,974,0,0,93500
1133,9828,8,1995,1995,1995.0,2,1128,1,8,2020,466,2,239500
1134,8773,6,1997,1997,1997.0,2,916,1,7,1600,460,2,169000
1135,6180,6,1926,1950,1926.0,1,960,1,5,986,180,1,102000
1136,9600,6,1950,1950,1950.0,1,1032,0,6,1252,288,1,119000
1138,9819,6,1977,1977,1977.0,2,1567,2,5,1567,714,2,196000
1139,8731,5,1920,1950,1972.0,1,915,1,6,1167,495,2,144000
1140,7350,5,1951,1951,1988.0,1,952,0,4,952,840,2,139000
1141,10304,5,1976,1976,1976.0,2,780,1,9,1868,484,2,197500
1143,9000,5,1959,1959,1978.5061638868744,1,1006,0,5,1006,0,0,80000
1144,12180,4,1941,1950,1941.0,1,672,0,5,924,280,1,80000
1145,6240,5,1928,1950,1928.0,1,1042,1,8,1576,225,1,149000
1146,11200,6,1985,1985,1985.0,2,1298,1,5,1298,403,2,180000
1147,12000,7,1941,1950,1941.0,1,704,1,7,1564,234,1,174500
1148,5700,7,1926,1950,1982.0,1,572,1,5,1111,288,1,116900
1149,9000,7,1920,1988,1930.0,1,650,0,7,1482,324,2,143000
1150,8280,6,1950,1950,1950.0,1,932,1,4,932,306,1,124000
1151,17755,5,1959,1959,1959.0,1,1466,2,6,1466,528,2,149900
1152,14115,6,1956,2004,1956.0,1,1073,1,6,1811,470,2,230000
1153,5890,6,1930,2007,2002.0,1,816,0,5,816,432,1,120500
1154,13700,7,1965,1988,1965.0,1,864,2,8,1820,492,2,201800
1155,10768,5,1976,2004,1976.0,2,1437,1,6,1437,528,2,218000
1156,9350,5,1965,1999,1965.0,2,1219,1,6,1265,502,2,179900
1157,5001,7,2007,2008,2008.0,2,1314,1,6,1314,626,2,230000
1158,11932,8,2007,2008,2008.0,2,1580,0,7,1580,830,3,235128
1159,9120,6,1974,1974,1974.0,2,901,1,8,1876,540,2,185000
1160,2280,6,1978,1978,1978.0,2,855,1,7,1456,440,2,146000
1161,14778,6,1954,2006,1993.0,1,1296,1,7,1640,924,2,224000
1162,8724,5,1968,1968,1968.0,1,894,1,5,894,450,2,129000
1163,12900,4,1969,1969,1969.0,0,1198,0,6,1258,400,2,108959
1164,16157,5,1978,1978,1978.0,1,1360,1,5,1432,588,2,194000
1165,9541,7,2009,2009,2009.0,2,1502,0,7,1502,644,2,233170
1166,10475,8,2008,2008,2008.0,2,1694,0,7,1694,776,3,245350
1167,10852,6,2000,2000,2000.0,2,959,1,7,1671,472,2,173000
1168,13728,6,1935,1986,1935.0,2,1127,2,7,2108,540,2,235000
1170,9880,6,1977,1977,1977.0,1,1096,1,6,1118,358,1,171000
1171,9120,6,1958,1958,1958.0,1,1261,1,6,1261,433,2,163000
1172,4017,7,2006,2007,2006.0,2,625,0,5,1250,625,2,171900
1174,16560,6,1932,1950,1932.0,2,952,1,9,2345,360,2,239000
1176,6951,5,1984,1985,1984.0,1,876,0,5,923,264,1,119500
1177,3950,6,1926,2004,1926.0,1,818,0,5,1224,210,1,115000
1178,7681,5,1921,1950,1921.0,1,731,1,7,1343,186,1,154900
1180,11170,7,1990,1991,1990.0,2,1216,0,8,2514,693,2,250000
1181,5587,8,2008,2008,2008.0,2,1600,1,5,1652,482,2,392500
1183,10800,5,1920,1950,1970.0,1,1120,1,5,1130,720,2,120000
1184,35133,5,1963,1963,1963.0,1,1572,2,5,1572,995,3,186700
1185,9738,5,1924,1950,1965.0,1,784,0,7,1221,392,1,104900
1187,12461,8,1994,1995,1994.0,2,1624,1,5,1624,757,3,262000
1188,8935,7,2002,2002,2002.0,2,831,0,7,1660,493,2,195000
1189,7500,7,1999,1999,1999.0,2,994,1,7,1804,442,2,189000
1190,32463,4,1961,1975,1975.0,1,1249,1,7,1622,1356,4,168000
1191,2645,8,1999,2000,1999.0,2,776,0,5,1441,492,2,174000
1192,9600,5,1925,1994,1925.0,1,702,0,6,1472,250,1,125000
1193,4500,6,1999,1999,1999.0,2,1224,0,5,1224,402,2,165000
1194,9364,6,1969,1969,1969.0,1,663,0,7,1352,299,1,158000
1195,8029,6,2005,2005,2005.0,2,728,0,8,1456,400,2,176000
1196,14054,7,2006,2006,2006.0,2,879,1,9,1863,660,3,219210
1197,8850,7,1916,1950,1916.0,1,815,1,7,1690,225,1,144000
1198,9100,7,2001,2001,2001.0,2,1212,0,6,1212,573,2,178000
1199,11235,4,1963,1979,1974.0,1,1051,1,6,1382,459,2,148000
1200,9353,4,1970,1970,1972.0,1,864,0,5,864,280,1,116050
1201,10400,7,1998,1998,1998.0,2,866,0,6,1779,546,2,197900
1202,6000,5,1925,1997,1960.0,1,884,1,5,1348,216,1,117000
1203,9750,7,2000,2001,2000.0,2,1630,1,6,1630,451,2,213000
1204,10140,5,1975,1975,1975.0,1,1056,0,6,1074,495,2,153500
1206,8900,4,1966,1966,1966.0,1,1056,0,5,1056,384,1,107000
1207,9135,6,2003,2003,2003.0,2,1682,0,7,1700,544,2,200000
1208,7763,5,1962,1980,1980.0,1,931,0,6,1283,506,2,140000
1209,10182,8,2006,2006,2006.0,2,1660,1,8,1660,500,2,290000
1210,11218,6,1992,1992,1992.0,2,1055,1,8,1845,462,2,189000
1211,12134,8,1988,2005,1988.0,2,559,0,8,1752,492,2,164000
1212,9340,4,1941,1950,1941.0,1,672,0,4,672,234,1,113000
1213,10246,4,1965,2001,1965.0,0,648,0,3,960,364,1,145000
1214,10205,5,1962,1962,1962.0,1,925,0,6,999,300,1,134500
1215,7094,5,1966,1966,1966.0,1,894,0,5,894,384,1,125000
1217,8640,8,2009,2009,2009.0,2,1300,0,6,1314,552,2,229456
1219,1680,6,1971,1971,1978.5061638868744,1,672,0,7,1218,0,0,91500
1220,7800,5,1964,1964,1964.0,1,912,0,5,912,288,1,115000
1221,8250,5,1968,1968,1968.0,1,952,1,5,1211,322,1,134000
1222,10496,6,1949,1950,1949.0,2,1040,1,7,1846,315,1,143000
1224,15384,7,2004,2005,2004.0,2,788,1,8,1490,388,2,184000
1225,10482,6,1958,1958,1958.0,1,588,0,6,1138,264,1,145000
1226,14598,6,2007,2007,2007.0,2,894,1,9,1933,668,3,214000
1227,8872,5,1965,2008,1992.0,1,912,0,5,912,576,2,147000
1228,8769,9,2008,2008,2008.0,1,1702,1,7,1702,1052,3,367294
1229,7910,5,1960,1960,1960.0,2,1075,0,7,1507,404,1,127000
1230,18890,5,1977,1977,1977.0,2,1361,1,12,2620,600,2,190000
1231,7728,5,1962,1962,1962.0,1,1106,0,6,1190,540,2,132500
1233,12160,5,1959,1959,1959.0,1,1188,0,6,1188,531,2,142000
1234,8525,5,1911,1950,1978.5061638868744,1,940,0,7,1964,0,0,130000
1235,13132,5,1914,1950,1914.0,1,747,0,9,1784,180,1,138887
1236,2628,7,2003,2003,2003.0,2,764,0,6,1626,474,2,175500
1237,12393,7,2004,2005,2004.0,2,847,1,8,1948,434,2,195000
1238,13072,6,2005,2005,2005.0,1,1141,0,6,1141,484,2,142500
1239,9037,8,2006,2006,2006.0,2,1476,1,6,1484,472,2,265900
1240,8158,7,2003,2003,2003.0,2,884,0,8,1768,543,2,224900
1241,9849,7,2007,2007,2007.0,2,1689,0,7,1689,954,3,248328
1242,10625,7,1974,1974,1974.0,2,1053,2,6,1173,528,2,170000
1243,13891,10,2006,2006,2006.0,2,2076,1,7,2076,850,3,465000
1244,11435,8,1929,1950,1931.0,1,792,2,7,1517,400,2,230000
1245,12090,6,1984,2003,1984.0,3,585,1,7,1868,477,2,178000
1246,8125,7,2005,2006,2005.0,2,756,0,6,1553,615,2,186500
1247,12328,6,1976,1976,1976.0,1,1012,0,6,1034,888,3,169900
1248,9600,6,1917,1950,1950.0,1,735,1,8,2058,396,2,129500
1249,7200,5,1950,1950,1950.0,1,876,0,6,988,276,1,119000
1250,11160,7,1968,1968,1968.0,2,2110,2,8,2110,522,2,244000
1251,3136,7,2003,2003,2003.0,2,1405,1,6,1405,478,2,171750
1252,9858,5,1968,1968,1968.0,1,864,0,5,874,288,1,130000
1253,17542,7,1974,2003,1974.0,2,1192,2,9,2167,518,2,294000
1254,6931,7,2003,2004,2003.0,2,746,1,7,1656,397,2,165400
1255,6240,6,1931,1950,1978.0,1,884,1,6,1367,560,1,127500
1256,14303,8,1994,1994,1994.0,2,1986,1,7,1987,691,2,301500
1257,4060,5,1922,1950,1978.5061638868744,1,864,0,4,864,0,0,99900
1258,9587,7,2005,2005,2005.0,2,856,0,5,1166,400,2,190000
1259,9750,6,1969,1969,1969.0,1,1054,0,6,1054,460,2,151000
1260,24682,6,1999,1999,1999.0,2,841,1,7,1675,502,2,181000
1261,9600,5,1956,1956,1956.0,1,1050,0,5,1050,338,1,128900
1262,11250,4,1957,1989,1957.0,1,1104,2,8,1788,304,1,161500
1263,13515,6,1919,1950,1940.0,1,764,1,8,1824,520,2,180500
1264,4060,6,1998,1999,1998.0,2,1405,0,5,1337,511,2,181000
1265,3735,7,1999,1999,1999.0,2,691,0,6,1452,506,2,183900
1266,10120,7,1910,1950,1960.0,1,925,1,9,1889,308,1,122000
1267,13214,9,2008,2009,2009.0,2,2002,1,10,2018,746,3,378500
1269,11344,5,1958,1958,1958.0,1,874,0,7,1524,315,1,144000
1270,23595,7,1979,1979,1979.0,0,1332,1,4,1524,586,2,260000
1271,9156,6,1968,1968,1968.0,2,1489,1,7,1489,462,2,185750
1272,13526,5,1965,1965,1965.0,1,935,0,5,935,288,1,137000
1273,11512,6,1959,2006,1959.0,1,1019,1,5,1357,312,1,177000
1274,5362,5,1910,2003,1985.0,2,661,1,8,1250,552,2,139000
1275,11345,5,1948,1950,1948.0,2,928,0,10,1920,400,2,137000
1276,12936,6,1972,1972,1972.0,1,723,1,6,1395,497,2,162000
1277,17871,6,1967,1976,1967.0,1,1680,1,7,1724,480,2,197900
1278,9473,8,2002,2002,2002.0,2,1128,1,7,2031,577,2,237000
1279,7500,4,1920,1950,1980.0,1,698,0,6,1128,528,2,68400
1280,9808,7,2002,2002,2002.0,2,1573,0,6,1573,544,2,227000
1281,8049,7,1990,1990,1990.0,2,1309,1,6,1339,484,2,180000
1282,8800,5,1977,2008,1977.0,2,1040,0,5,1040,484,2,150500
1283,9400,6,1971,1971,1978.5061638868744,2,912,0,8,1824,0,0,139000
1284,9638,6,1919,1990,1969.0,2,804,1,10,2447,336,1,169000
1285,6000,6,1939,1950,1939.0,1,780,1,6,1412,280,1,132500
1286,9790,6,1963,1963,1963.0,1,1328,2,6,1328,528,2,143000
1287,36500,5,1964,1964,1964.0,2,1624,0,7,1582,390,2,190000
1288,5664,8,2000,2000,2000.0,2,1501,1,5,1659,499,2,278000
1289,11065,8,2006,2006,2006.0,2,1085,1,8,1970,753,3,281000
1290,14112,5,1964,1964,1964.0,1,1152,1,6,1152,484,2,180500
1291,1680,5,1972,1972,1972.0,2,630,0,6,1302,264,1,119500
1293,10140,7,1976,1976,1976.0,2,832,1,8,1664,528,2,162900
1294,8172,5,1955,1990,1957.0,1,864,0,5,864,572,2,115000
1295,8400,5,1968,1968,1968.0,1,1052,0,5,1052,288,1,138500
1296,8700,5,1963,1963,1963.0,2,1120,0,6,1128,525,2,155000
1297,3675,6,2005,2006,2005.0,2,547,0,5,1072,525,2,140000
1299,7500,5,1959,1994,1959.0,1,1246,0,6,1246,305,1,154000
1300,10762,7,1999,1999,1999.0,2,978,1,9,1983,490,2,225000
1301,7500,6,1942,1950,1942.0,1,771,2,7,1494,213,1,177500
1302,10120,8,1994,1994,1994.0,2,1165,1,8,2526,844,3,290000
1303,8688,7,2005,2005,2005.0,2,1616,0,7,1616,834,3,232000
1304,3363,7,2004,2004,2004.0,2,976,0,7,1708,380,2,130000
1305,13173,9,2006,2007,2006.0,2,1652,2,6,1652,840,2,325000
1306,6955,7,2005,2006,2005.0,2,1368,1,6,1368,474,2,202500
1307,8072,5,1994,1995,2000.0,1,990,0,5,990,480,2,138000
1308,12000,5,1948,2005,1948.0,1,924,0,6,1122,528,2,147000
1309,7153,6,1991,1991,1991.0,2,1278,0,6,1294,496,2,179200
1310,17500,7,1959,2002,1959.0,2,1902,2,7,1902,567,2,335000
1311,8814,7,2005,2007,2005.0,2,1274,0,6,1274,508,2,203000
1313,14774,9,1999,1999,1999.0,2,1393,1,10,2599,779,3,333168
1314,8190,4,1954,1954,1956.0,1,948,1,5,948,280,1,119000
1315,11075,6,1969,1969,1969.0,2,952,2,9,2112,576,2,206900
1316,10226,8,2008,2008,2008.0,2,1622,1,8,1630,860,3,295493
1317,4230,7,2006,2007,2006.0,2,1352,1,5,1352,466,2,208900
1318,14781,8,2001,2002,2001.0,2,1753,1,7,1787,748,3,275000
1319,10215,4,1954,1954,1954.0,1,864,0,5,948,248,1,111000
1320,8400,6,1957,1957,1957.0,1,1478,2,6,1478,442,2,156500
1322,10186,7,1992,1992,1992.0,2,750,1,8,1923,564,2,190000
1323,5330,4,1940,1950,1978.5061638868744,1,420,0,5,708,0,0,82500
1324,9986,8,2006,2007,2007.0,2,1795,1,7,1795,895,3,147000
1326,4270,3,1931,2006,1978.5061638868744,1,544,0,6,774,0,0,79000
1327,6600,5,1982,2008,1982.0,1,816,1,5,816,264,1,130500
1329,9084,7,1998,1998,1998.0,2,935,1,8,1632,462,2,176500
1330,10000,8,2006,2006,2006.0,2,1588,1,7,1588,825,3,227000
1331,10780,5,1976,1976,1976.0,1,911,0,6,954,576,2,132500
1332,8877,4,1938,1958,1958.0,1,816,1,3,816,288,1,100000
1333,7200,5,1938,1995,1951.0,1,803,0,6,1360,297,1,125500
1334,2368,5,1970,1970,1970.0,1,765,0,7,1365,440,2,125000
1335,9650,6,1977,1977,1977.0,2,1350,1,6,1334,630,2,167900
1336,9246,5,1973,1973,1973.0,2,1656,0,8,1656,506,2,135000
1338,13450,7,2002,2002,2002.0,2,916,0,8,1861,492,2,200000
1339,9560,5,1972,1972,1972.0,1,864,0,5,864,288,1,128500
1340,8294,4,1971,1971,1974.0,1,858,0,5,872,480,4,123000
1341,13695,6,2003,2004,2004.0,1,1114,0,6,1114,576,2,155000
1342,9375,8,2002,2002,2002.0,2,1284,1,7,2169,647,2,228500
1343,7558,6,1928,1950,1929.0,1,896,1,9,1913,342,2,177000
1344,11103,7,2006,2006,2006.0,2,728,1,8,1456,440,2,155835
1345,6000,4,1920,1950,1997.0,1,960,0,5,960,308,1,108500
1346,20781,7,1968,2003,1968.0,2,1568,1,9,2156,508,2,262500
1347,15306,8,2006,2007,2006.0,2,1732,1,7,1776,712,3,283463
1348,16196,7,1998,1998,1998.0,2,1482,1,5,1494,514,2,215000
1350,11643,5,1969,1969,1969.0,2,1248,0,12,2634,968,4,200000
1351,9247,6,1962,1962,1962.0,1,858,1,8,1716,490,2,171000
1352,6000,6,1937,2000,1999.0,1,698,0,4,1176,624,2,134900
1354,10316,7,2000,2000,2000.0,2,992,1,7,1865,839,3,235000
1355,10192,7,1968,1992,1968.0,3,570,1,8,1920,487,2,170000
1356,9477,5,1966,1966,1966.0,1,864,0,5,892,264,1,110000
1357,12537,5,1971,2008,1971.0,1,1078,1,6,1078,500,2,149900
1358,2117,6,2000,2000,2000.0,2,756,0,5,1573,440,2,177500
1359,16737,9,2004,2005,2004.0,2,1980,1,8,1980,770,3,315000
1360,9842,5,1921,1998,1998.0,3,612,0,8,2601,621,2,189000
1361,16158,7,2005,2005,2005.0,2,1530,1,7,1530,430,2,260000
1362,12513,4,1920,2007,1920.0,2,715,1,7,1738,368,1,104900
1363,8499,6,2006,2007,2007.0,2,616,1,6,1412,432,2,156932
1364,3180,7,2005,2005,2005.0,2,600,0,4,1200,480,2,144152
1365,7500,7,2000,2000,2000.0,2,814,0,7,1674,663,2,216000
1366,9179,7,1999,1999,1999.0,2,873,0,7,1790,588,2,193000
1367,2665,5,1977,1977,1977.0,2,757,1,6,1475,336,1,127000
1368,4435,6,2003,2004,2003.0,1,848,0,4,848,420,2,144000
1369,10635,8,2003,2003,2003.0,2,1657,1,8,1668,502,2,232000
1370,5400,4,1920,1950,1967.0,1,840,0,6,1374,338,1,105000
1371,9600,6,1955,1996,1955.0,1,992,1,8,1661,377,1,165500
1372,9750,7,1998,1998,1998.0,2,1108,1,8,2097,583,2,274300
1374,10625,7,2005,2005,2005.0,2,1026,1,9,1958,936,3,250000
1375,10991,8,2007,2007,2007.0,2,1571,1,7,1571,722,3,239000
1376,6292,6,1930,1950,1925.0,1,768,0,4,790,160,1,91000
1377,10998,5,1941,1960,1977.0,2,984,0,6,1604,660,2,117000
1378,1953,6,1973,1973,1973.0,1,483,0,5,987,264,1,83000
1379,9735,5,2006,2007,2007.0,2,384,0,7,1394,400,2,167500
1381,12925,6,1970,1970,1970.0,2,1205,2,7,2117,550,2,237500
1382,7200,7,1920,1950,1989.0,1,596,0,8,1762,576,2,157000
1383,25339,5,1918,2007,2007.0,2,816,0,7,1416,576,2,112000
1384,9060,6,1939,1950,1939.0,1,560,0,6,1258,280,1,105000
1385,5436,4,1922,2007,1922.0,1,796,0,7,1154,240,1,125500
1387,8520,6,1916,1950,1916.0,2,714,1,10,2526,216,1,136000
1388,14892,9,2006,2007,2006.0,2,1746,2,7,1746,758,3,377500
1389,6000,6,1941,1950,2003.0,1,735,1,6,1218,440,2,131000
1390,9100,7,2000,2000,2000.0,2,1525,0,6,1525,541,2,235000
1391,8944,5,1967,1967,1967.0,2,1584,0,8,1584,792,3,124000
1392,7838,5,1967,1967,1967.0,1,864,1,6,900,288,1,123000
1394,4045,7,2006,2006,2006.0,2,1356,1,6,1500,648,3,246578
1395,12665,8,2005,2006,2005.0,2,1094,1,9,2482,642,3,281213
1396,57200,5,1948,1950,1966.0,1,747,2,7,1687,572,2,160000
1397,6120,5,1920,2004,1933.0,1,939,0,8,1513,180,1,137500
1398,7200,5,1950,1982,1950.0,1,1208,0,7,1904,240,1,138000
1399,6171,6,1925,1990,1925.0,2,976,1,7,1608,216,1,137450
1400,6000,6,1929,1950,1929.0,1,862,1,5,1158,208,1,120000
1401,7415,6,2004,2004,2004.0,2,839,1,8,1593,398,2,193000
1402,6762,7,2006,2006,2006.0,2,1286,1,6,1294,662,2,193879
1403,15256,8,2007,2007,2007.0,2,1485,0,6,1464,754,3,282922
1404,10410,3,1915,1950,1998.0,1,672,0,6,1214,936,3,105000
1405,3842,8,2004,2005,2004.0,2,1594,1,5,1646,482,2,275000
1406,8445,5,1972,2007,1988.0,1,768,0,5,768,396,2,133000
1407,8780,5,1985,1985,1978.5061638868744,1,833,0,5,833,0,0,112000
1408,7740,4,1910,1950,1966.0,1,622,0,6,1363,528,2,125500
1409,20544,7,1986,1991,1986.0,2,791,1,7,2093,542,2,215000
1410,12420,7,2001,2001,2001.0,2,944,0,6,1840,622,2,230000
1411,9600,6,1950,2005,1950.0,1,856,0,6,1668,271,1,140000
1413,10994,8,2005,2006,2005.0,2,1844,1,7,1844,620,2,257000
1414,13053,6,1923,2000,1922.0,1,833,1,8,1848,370,2,207000
1415,3635,7,2007,2007,2007.0,2,1386,1,7,1569,660,3,175900
1417,16545,8,1998,1998,1998.0,2,1284,1,7,2450,1069,3,340000
1418,9204,5,1963,1963,1962.0,1,1144,0,6,1144,336,1,124000
1419,16381,6,1969,1969,1969.0,2,1844,1,7,1844,540,2,223000
1420,11700,6,1968,1968,1968.0,2,708,1,7,1416,776,2,179900
1421,4043,6,1977,1977,1977.0,2,1069,1,4,1069,440,2,127500
1422,4435,6,2003,2003,2003.0,1,848,0,3,848,420,2,136500
1423,19690,6,1966,1966,1966.0,2,697,1,8,2201,432,2,274970
1424,9503,5,1958,1983,1970.0,1,1024,1,6,1344,484,1,144000
1425,10721,6,1959,1959,1960.0,1,1252,0,7,1252,528,2,142000
1426,10944,7,1994,1994,1994.0,2,1223,2,5,2127,525,2,271000
1427,10930,5,1945,1950,1962.0,1,913,1,6,1558,288,1,140000
1428,7200,5,1940,1992,1940.0,1,788,2,4,804,240,1,119000
1429,12546,6,1981,1981,1981.0,2,1440,1,7,1440,467,2,182900
1430,21930,5,2005,2005,2005.0,2,732,1,7,1838,372,2,192140
1431,4928,6,1976,1976,1976.0,2,958,0,5,958,440,2,143750
1432,10800,4,1927,2007,1928.0,2,656,0,5,968,216,1,64500
1433,10261,6,2000,2000,2000.0,2,936,1,8,1792,451,2,186500
1434,17400,5,1977,1977,1977.0,2,1126,1,5,1126,484,2,160000
1435,8400,6,1962,2005,1962.0,1,1319,1,7,1537,462,2,174000
1436,9000,4,1971,1971,1974.0,1,864,0,5,864,528,2,120500
1437,12444,8,2008,2008,2008.0,2,1932,1,7,1932,774,3,394617
1438,7407,6,1957,1996,1957.0,1,912,0,6,1236,923,2,149700
1439,11584,7,1979,1979,1979.0,2,539,1,6,1725,550,2,197000
1440,11526,6,1922,1994,1993.0,2,588,1,11,2555,672,2,191000
1441,4426,6,2004,2004,2004.0,1,848,1,3,848,420,2,149300
1442,11003,10,2008,2008,2008.0,2,1017,1,10,2007,812,3,310000
1443,8854,6,1916,1950,1916.0,1,952,1,4,952,192,1,121000
1444,8500,7,2004,2004,2004.0,2,1422,0,7,1422,626,2,179600
1445,8400,6,1966,1966,1990.0,1,814,0,6,913,240,1,129000
1446,26142,5,1962,1962,1962.0,1,1188,0,6,1188,312,1,157900
1447,10000,8,1995,1996,1995.0,2,1220,1,8,2090,556,2,240000
1448,11767,4,1910,2000,1950.0,1,560,0,6,1346,384,1,112000
1449,1533,5,1970,1970,1978.5061638868744,1,630,0,3,630,0,0,92000
1450,9000,5,1974,1974,1978.5061638868744,2,896,0,8,1792,0,0,136000
1451,9262,8,2008,2009,2008.0,2,1573,1,7,1578,840,3,287090
1452,3675,5,2005,2005,2005.0,1,547,0,5,1072,525,2,145000
1453,17217,5,2006,2006,1978.5061638868744,1,1140,0,6,1140,0,0,84500
1454,7500,7,2004,2005,2004.0,2,1221,0,6,1221,400,2,185000
1455,7917,6,1999,2000,1999.0,2,953,1,7,1647,460,2,175000
1456,13175,6,1978,1988,1978.0,2,1542,2,7,2073,500,2,210000
1457,9042,7,1941,2006,1941.0,2,1152,2,9,2340,252,1,266500
1458,9717,5,1950,1996,1950.0,1,1078,0,5,1078,240,1,142125
1459,9937,5,1965,1965,1965.0,1,1256,0,6,1256,276,1,147500
